case,base_case,sampling,source,n_points,n_frames,family,gap_mm,seed,bias_rms_mm,variant,outer_iterations,sinkhorn_iterations,stage,sigma_mm,ok,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,method_seconds,transport_seconds,local_filter_seconds,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,estimated_bias_rms_mm,estimated_bias_max_mm,effective_transport_mass,usable_transport_mass,supported_scan_fraction,component_changes,largest_observed_bias_increment_mm,updates_at_nominal_1p6mm_increment,balanced_or_relaxed_row_l1_mean,balanced_or_relaxed_row_l1_max,balanced_or_relaxed_column_l1_max,output,output_sha256,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,3,24,raw,1.0,True,True,True,0.9367107677281853,1.2022509476878693,2.4640883706276444,0.6041666666666666,0.9309895833333334,0.9202624656744001,1.0,1.2770379427781327,1.0131483705293074,1.2746663120949089,,self-report; not geometry-derived layer count or success,1.2763360685442882,0.04233376226978961,0.26967863020886745,0.3538112764833252,0.34677357600594405,0.34677357600594405,0.037175962002947927,3.2535891591456396,4.8,1.0,3.2535891591456396,4.8,1.0,0.9999999999869273,1.0,0,1.6,3,0.008187271325212249,0.026123590468709455,5.238864897449957e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o3__raw.npz,b86905699407163649c2ee576662a37b24eaacbaf2773af82c5243fc2d3dcf00,1.9725271623701457,0.027472837629854308,0.9862635811850728,2.094525536576814,0.09452553657681406,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,3,24,local,1.0,True,True,True,0.35029755852079636,0.49773416012675525,1.1123361700080403,0.9127604166666666,1.0,0.37396601975650184,1.0,0.5188265193923275,0.358175077439614,0.5068011695119308,,self-report; not geometry-derived layer count or success,0.5172777299888026,0.04005879781506853,0.3505960901576765,0.381859520407254,0.383949538008892,0.34677357600594405,0.037175962002947927,3.9969977174115385,6.46043587289277,1.0,3.2535891591456396,4.8,1.0,0.9999999999869273,1.0,0,1.6,3,0.008187271325212249,0.026123590468709455,5.238864897449957e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o3__local.npz,8f8e7c6d340b77ee216d6819fa20c8692f26dae609ac2c8118bacb76d603241f,1.849782713770039,0.1502172862299609,0.9248913568850196,1.5227287987652236,0.4772712012347764,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,6,24,raw,1.0,True,True,True,0.7787181922447045,0.9901157416725672,2.033193579499343,0.6979166666666666,0.9622395833333334,0.7818885935944103,1.0,1.0475453642278485,0.8281238645222656,1.043835093317153,,self-report; not geometry-derived layer count or success,1.0466896114356636,0.042333762269789806,0.2783992120778455,0.49541565082818256,0.686846147000324,0.686846147000324,0.053382761994726025,3.7920372649551246,5.57166670166576,1.0,3.7920372649551246,5.571666701665759,1.0,1.0,1.0,0,1.6,3,0.006738220399753843,0.02083783154015758,4.636048489548017e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o6__raw.npz,8b850311716b9022c42858a35fe97f878345bc3d4f46578feff17bc43123f88e,1.957633741869213,0.04236625813078709,0.9788168709346065,2.220228245867092,0.2202282458670921,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,6,24,local,1.0,True,True,True,0.24945283333628324,0.3515452179852782,0.7521936105864879,0.9635416666666666,1.0,0.27541918453391395,1.0,0.37032046046157957,0.25293744199115925,0.3381885705425251,,self-report; not geometry-derived layer count or success,0.36784139601957505,0.042777924340089216,0.4487803663654681,0.46125622059163984,0.74022890899505,0.686846147000324,0.053382761994726025,4.13640218332213,6.70886842363066,1.0,3.7920372649551246,5.571666701665759,1.0,1.0,1.0,0,1.6,3,0.006738220399753843,0.02083783154015758,4.636048489548017e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o6__local.npz,df4721d1d1857acbda7f73b526f989901eb3242d56011729c822810b2979ab65,1.749774807906023,0.2502251920939771,0.8748874039530115,1.3058929475361145,0.6941070524638855,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,12,24,raw,1.0,True,True,True,0.7780005012280006,0.9891305117251351,2.029013759412511,0.6966145833333334,0.9622395833333334,0.7812762005579367,1.0,1.0464878080349538,0.827284433123085,1.0427655162117941,,self-report; not geometry-derived layer count or success,1.0456311897308188,0.04233376226978982,0.2785461151939479,0.4969105889114681,1.381757158000255,1.381757158000255,0.034225185998366214,3.7969890620918205,5.578692496743689,1.0,3.79698906209182,5.578692496743688,1.0,1.0,1.0,0,1.6,3,0.006718239736005432,0.02076729372749901,4.787836793695988e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o12__raw.npz,b69434850b0062e7c63197cca2fefe50435328530ba5f984a35c420cb1f12f18,1.957497105927906,0.042502894072093955,0.978748552963953,2.22139069231759,0.2213906923175899,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,balanced,12,24,local,1.0,True,True,True,0.2494313414037631,0.35153117079445173,0.7529064916994109,0.9635416666666666,1.0,0.2754242866200416,1.0,0.37032231439298696,0.2529187027647115,0.3381232856114439,,self-report; not geometry-derived layer count or success,0.36784097764174073,0.04279756657739615,0.4483042683157911,0.4611395999044744,1.4159823439986212,1.381757158000255,0.034225185998366214,4.136530487217354,6.70999288566266,1.0,3.79698906209182,5.578692496743688,1.0,1.0,1.0,0,1.6,3,0.006718239736005432,0.02076729372749901,4.787836793695988e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__balanced_o12__local.npz,9a4802b1b888684cbc0e62517c208c241bfe232368ce6c86c999a4acca10a501,1.7494453669628942,0.2505546330371058,0.8747226834814471,1.3062827308118616,0.6937172691881384,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,3,24,raw,1.0,True,True,True,1.0491575643025757,1.3390559646544904,2.7125392246175,0.5221354166666666,0.9036458333333334,1.0169711775711034,1.0,1.425065340424895,1.1428665468998889,1.4231617683560356,,self-report; not geometry-derived layer count or success,1.4244364068123248,0.042333762269789875,0.27585062839355534,0.31673059798080544,0.3486799930105917,0.3486799930105917,0.03682829299941659,3.0265450571577586,4.496575473163728,1.0,3.026545057157758,4.496575473163727,0.5610963347150438,0.561096334715043,1.0,0,1.6,2,0.4395990712733808,0.6585990838116269,0.6515411122161625,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o3__raw.npz,ba61bd9a2fcc1b936f32501db2e62818ce8e1c6a7c5a0f41e16b3e369eca8faf,1.9796330553428645,0.02036694465713551,0.9898165276714322,2.043487650973567,0.04348765097356688,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,3,24,local,1.0,True,True,True,0.4653910361489939,0.6655657733285085,1.3852317071449276,0.8125,0.9986979166666666,0.5013731987536492,1.0,0.7168458835793344,0.4982820186034618,0.7104437463583667,,self-report; not geometry-derived layer count or success,0.7153990931858224,0.045520965208788004,0.27434649681625084,0.32265627077177245,0.3855082860100083,0.3486799930105917,0.03682829299941659,3.8060140539179863,6.360285316129635,1.0,3.026545057157758,4.496575473163727,0.5610963347150438,0.561096334715043,1.0,0,1.6,2,0.4395990712733808,0.6585990838116269,0.6515411122161625,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o3__local.npz,58d24789f8bcf9c538c7bdae1b8d44adf7c92f142ccc9e73733597844f2a4422,1.9030062394127198,0.09699376058728015,0.9515031197063599,1.7323065530760233,0.2676934469239767,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,6,24,raw,1.0,True,True,True,0.7991306458171076,1.0187738697429314,2.0957477493230336,0.68359375,0.9596354166666666,0.7993273731790306,1.0,1.0782141856763643,0.8519502074809306,1.074798549706205,,self-report; not geometry-derived layer count or success,1.077382793052604,0.04233376226978992,0.2744001086596784,0.45993390307189047,0.690674768993631,0.690674768993631,0.03782038400822785,3.6778434277395524,5.405152428833108,1.0,3.677843427739552,5.405152428833108,0.6454656711564284,0.6454656711564284,1.0,0,1.6,2,0.35453432884357167,0.3663517882829418,0.3663517882829418,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o6__raw.npz,50dd295c47a4bc0a9649293dc73020a9e5894a456295c8c471cfa6da26100b05,1.9616711559303899,0.038328844069610124,0.9808355779651949,2.1932055623701943,0.19320556237019426,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,6,24,local,1.0,True,True,True,0.25064168884215837,0.3530363777720275,0.7313265523880333,0.9622395833333334,1.0,0.27622707227418836,1.0,0.37161000652437304,0.254139256678718,0.34133548572885486,,self-report; not geometry-derived layer count or success,0.36920923612584217,0.042172703356753195,0.46003344420512393,0.4641542521279236,0.7284951530018589,0.690674768993631,0.03782038400822785,4.133565843359769,6.684146309328523,1.0,3.677843427739552,5.405152428833108,0.6454656711564284,0.6454656711564284,1.0,0,1.6,2,0.35453432884357167,0.3663517882829418,0.3663517882829418,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o6__local.npz,eda52b1ddabb04b3181b395194145a2fe4924af1764d36b309faeba5f8498fe9,1.7585490294275703,0.2414509705724297,0.8792745147137851,1.2978446513638269,0.7021553486361731,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,12,24,raw,1.0,True,True,True,0.7895311121174772,1.0049214485349007,2.07881340620839,0.69140625,0.9622395833333334,0.7908244853123021,1.0,1.063281741794693,0.8405009021440736,1.0597368249997747,,self-report; not geometry-derived layer count or success,1.0624386641147998,0.042333762269789826,0.2750724126092113,0.47399172617354,1.3563151989947073,1.3563151989947073,0.037174893004703335,3.7285631510856923,5.473432451741935,1.0,3.7285631510856927,5.473432451741935,0.6477401898115016,0.6477401898115016,1.0,0,1.6,2,0.3522598101884985,0.36069424194739486,0.36069424194739497,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o12__raw.npz,947349b80db71665328ac97b9d5223279a53f881cb23c3ba240ed6abf5cae23e,1.960195349496122,0.03980465050387805,0.980097674748061,2.204792415423957,0.20479241542395688,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4,dual_g2_s912101_b4,full,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,768,8,true_bilayer,2.0,912101,4.0,unbalanced,12,24,local,1.0,True,True,True,0.2500922016947735,0.3524908619253508,0.7349607371231921,0.9622395833333334,1.0,0.27591358395349525,1.0,0.3713247675371492,0.253645067318071,0.34031740561803175,,self-report; not geometry-derived layer count or success,0.3688840284182763,0.04250478284172557,0.4551480069283827,0.46189886291068905,1.3934900919994107,1.3563151989947073,0.037174893004703335,4.134841315237176,6.6938812627586515,1.0,3.7285631510856927,5.473432451741935,0.6477401898115016,0.6477401898115016,1.0,0,1.6,2,0.3522598101884985,0.36069424194739486,0.36069424194739497,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__unbalanced_o12__local.npz,cb8f01d59da68bdcc21dcceaf5deaabe12b5a944f51290fa44b9cb260dbf47ce,1.755028125559003,0.244971874440997,0.8775140627795015,1.3009208317655745,0.6990791682344255,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,3,24,raw,1.0,True,True,True,0.9231967843035758,1.181227916997107,2.4171677092191293,0.585820895522388,0.9123134328358209,0.9635064029117901,1.0,1.2904129876852763,1.0351151103257306,1.2676755556085857,,self-report; not geometry-derived layer count or success,1.2889783128764765,0.06083245614763125,0.7020618783795833,0.8628649834406176,0.24287917799665593,0.24287917799665593,0.027175783994607627,3.2554268187376754,4.800000000000002,1.0,3.255426818737675,4.800000000000001,1.0,0.9999999149435187,1.0,0,1.6000000000000005,3,0.004031344860747555,0.013506706450760542,7.042977312465837e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o3__raw.npz,4e8ef28351e99eb13a9d156ada9df75299a576d56761f1c2d3423151b1b9f59c,2.4755844889925616,0.47558448899256156,1.2377922444962808,2.1883210752678597,0.18832107526785968,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,3,24,local,1.0,True,True,True,0.48677161808312347,0.6318094821664025,1.4155800953715667,0.8880597014925373,0.9981343283582089,0.5028264574138769,1.0,0.6450120057220783,0.49170260276979916,0.6299423353781656,,self-report; not geometry-derived layer count or success,0.6426569326786925,0.0550686335914807,1.170340499028583,1.1953056827232458,0.27005496199126355,0.24287917799665593,0.027175783994607627,3.9111931485396165,6.262077708107253,1.0,3.255426818737675,4.800000000000001,1.0,0.9999999149435187,1.0,0,1.6000000000000005,3,0.004031344860747555,0.013506706450760542,7.042977312465837e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o3__local.npz,767c52977b8ed808a92d2c18fca1afb0587434fa391aaf953fb303e04f6bee2d,2.2134648650121016,0.2134648650121016,1.1067324325060508,1.228060306630321,0.7719396933696789,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,6,24,raw,1.0,True,True,True,0.7600522550134012,0.9729215606034085,1.9824238629970572,0.6940298507462687,0.9552238805970149,0.7975267275774941,1.0,1.0555746293678474,0.8313620083241733,1.0504889886362958,,self-report; not geometry-derived layer count or success,1.053820293239846,0.060832456147631074,0.3889349629997607,0.49262114366529064,0.44270218099700287,0.44270218099700287,0.026079866001964547,3.8343111687800087,5.615698370486672,1.0,3.834311168780009,5.615698370486671,1.0,0.9999999987118467,1.0,0,1.6000000000000005,3,0.0038246306873092085,0.013221328726855488,5.837344496661956e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o6__raw.npz,4b8e7dc52c324b7ef74d3111638ba784a594a42c289c0eafbd42c9ee5dacb401,2.0544353234791126,0.05443532347911262,1.0272176617395563,2.204280386937204,0.20428038693720385,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,6,24,local,1.0,True,True,True,0.2849467182624944,0.3911913669773391,0.8596326711669743,0.9496268656716418,1.0,0.3117699197516258,1.0,0.4154564039337126,0.29077219310720576,0.3873282769454616,,self-report; not geometry-derived layer count or success,0.4106900345508413,0.0627512477179608,0.7250374053021602,0.7591010282938845,0.4687820469989674,0.44270218099700287,0.026079866001964547,4.102644774321925,6.617827530495027,1.0,3.834311168780009,5.615698370486671,1.0,0.9999999987118467,1.0,0,1.6000000000000005,3,0.0038246306873092085,0.013221328726855488,5.837344496661956e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o6__local.npz,1f5406092164787311df196bdd5b5a15cfdda2c33f549d3c82ec0ae7f8f9a55a,1.7704631419116659,0.22953685808833413,0.8852315709558329,1.1342525584769945,0.8657474415230055,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,12,24,raw,1.0,True,True,True,0.7590552945748302,0.971672843240987,1.9871987038423449,0.6958955223880597,0.9552238805970149,0.7964797926318604,1.0,1.0542634300191922,0.8302299789701224,1.0492244083131033,,self-report; not geometry-derived layer count or success,1.0525069083644432,0.0608324561476309,0.38592417034562443,0.49795458712489665,0.8834495510091074,0.8834495510091074,0.026034458991489373,3.8415499088970773,5.625380481347654,1.0,3.8415499088970773,5.625380481347654,1.0,0.999999998718819,1.0,0,1.6000000000000005,3,0.003823591861138337,0.013213138710697382,5.368969158148218e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o12__raw.npz,115ba7a6d0dea10ad42034674aa914ebb77f2b7dfc64d7d53eae16b8a11abd46,2.0484791283626924,0.048479128362692414,1.0242395641813462,2.2046537902541967,0.20465379025419672,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,balanced,12,24,local,1.0,True,True,True,0.283825753337334,0.39037998965133147,0.8585413038554169,0.9496268656716418,1.0,0.3107808703192972,1.0,0.4147410432625758,0.2896656160807906,0.38570795530641205,,self-report; not geometry-derived layer count or success,0.4099631052696869,0.06277248827444558,0.7187278981899627,0.7534102162020699,0.9094840100005968,0.8834495510091074,0.026034458991489373,4.104337617354082,6.621123045140861,1.0,3.8415499088970773,5.625380481347654,1.0,0.999999998718819,1.0,0,1.6000000000000005,3,0.003823591861138337,0.013213138710697382,5.368969158148218e-16,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__balanced_o12__local.npz,96ecba21b6842886436037575c4f486814cd06f7e1447ba9d1112e8d41ba1a18,1.7641654514555043,0.2358345485444957,0.8820827257277521,1.1332339932284499,0.8667660067715501,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,unbalanced,3,24,raw,1.0,True,True,True,1.0543203026814552,1.345383252534446,2.7815538347236526,0.5149253731343284,0.8694029850746269,1.0941091932794118,1.0,1.4720058286509365,1.1949243033097852,1.4301797658120015,,self-report; not geometry-derived layer count or success,1.4707483033685187,0.06083245614763078,0.9546198036136145,1.1532179205896531,0.22429729900613893,0.22429729900613893,0.02611710099154152,2.9817666371556317,4.445141133951611,1.0,2.981766637155632,4.445141133951611,0.5197294697695118,0.5197294697693203,1.0,0,1.6,2,0.48370284745175307,0.7156201461504429,0.715599426726168,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__unbalanced_o3__raw.npz,731f82508529749154501ac4ae3c40890842a581c4660494ad8f30fdefffe11b,2.7184706224229753,0.7184706224229753,1.3592353112114877,2.180300666064751,0.18030066606475081,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,unbalanced,3,24,local,1.0,True,True,True,0.7451763018727551,0.8938780313873214,1.7822231567117857,0.707089552238806,0.9720149253731343,0.7801808788004386,1.0,0.9461032235536783,0.7891197268226231,0.8948490761200713,,self-report; not geometry-derived layer count or success,0.9435472652963341,0.06949725009286829,1.1508165623631947,1.27422235536311,0.25041439999768045,0.22429729900613893,0.02611710099154152,3.515447924116019,5.67524956025751,1.0,2.981766637155632,4.445141133951611,0.5197294697695118,0.5197294697693203,1.0,0,1.6,2,0.48370284745175307,0.7156201461504429,0.715599426726168,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__unbalanced_o3__local.npz,f620096200419595afd9bc1009e25e86d6f1392071f49cf974dc54514455684e,2.619108563016697,0.619108563016697,1.3095542815083485,1.7663242123748848,0.2336757876251152,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,unbalanced,6,24,raw,1.0,True,True,True,0.8018952932473522,1.0249958348274906,2.1437779720296324,0.6735074626865671,0.9421641791044776,0.8382836740501791,1.0,1.1111325985363758,0.8799284209362195,1.099453424316512,,self-report; not geometry-derived layer count or success,1.109466116566543,0.06083245614763085,0.4936608214722264,0.5722544414126018,0.45892173900210764,0.45892173900210764,0.026773826000862755,3.6513238816844327,5.349771162274059,1.0,3.651323881684433,5.349771162274059,0.6234901483796406,0.6234901483796403,1.0,0,1.6,2,0.377499798617557,0.519987228836703,0.5103099829117439,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__unbalanced_o6__raw.npz,662894ee4aa646f6711d71773dfe10a53ab7b693fdf6250175c7cb69d5ace707,2.2723042011449244,0.2723042011449244,1.1361521005724622,2.1787070066448404,0.1787070066448404,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912101_b4__partial_overlap,dual_g2_s912101_b4,partial_overlap,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g2_s912101_b4.json,536,8,true_bilayer,2.0,912101,4.0,unbalanced,6,24,local,1.0,True,True,True,0.34022556175033786,0.4370762988828656,0.8882527768419993,0.9533582089552238,1.0,0.36347758558422144,1.0,0.458290899612914,0.34591091543232355,0.44651252019298565,,self-report; not geometry-derived layer count or success,0.45400204363311886,0.06255152312266789,0.954743520457527,1.009733389466356,0.4856955650029704,0.45892173900210764,0.026773826000862755,4.046590891857318,6.5064574445815255,1.0,3.651323881684433,5.349771162274059,0.6234901483796406,0.6234901483796403,1.0,0,1.6,2,0.377499798617557,0.519987228836703,0.5103099829117439,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/transport-budget-v3-mxi1kprj/outputs/dual_g2_s912101_b4__partial_overlap__unbalanced_o6__local.npz,aef2e7510f75497d94320d9dde30c8901a1aeb291647006888208d680f4b978f,1.9984927016225449,0.001507298377455113,0.9992463508112724,1.1491949916030184,0.8508050083969816,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
