case,budget,mode,method,output,output_sha256,gap_mm,seed,bias_rms_mm,supported_fraction,input_edit_rms_mm,sigma_mm,rcond,interpretation,weight_scope,output_action,low_probability_action,point_count,active_count,status,candidate_count,fit_parameter_count,fit_rows,fit_rank,numerical_nullity,effective_condition,low_probability_rows,zero_weight_rows,weighted_moment_sse_before_mm2,weighted_moment_sse_after_mm2,coefficient_delta_l2,maximum_abs_intercept_change_mm,maximum_abs_normalized_slope_change,actual_changed_fraction,seconds,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
dual_g2_s912113_b4,6,offset,b6_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912113_b4__b6_offset.npz,f74ea9f80dacab18e3fbee05658a9b13bfec45c92f51a5ae9a9d768655569f49,2.0,912113,4.0,1.0,4.04814529139326,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,3,768,3,0,4.024927707999457,0,0,279.5266389572024,279.3277124196006,0.07070872660586693,0.06400778262606657,0.0,1.0,0.000738093993277289,True,True,0.41107985572009254,0.4946695128019267,0.9044056515596297,0.9557291666666666,1.0,0.4258727730086039,1.0,0.5235267207149806,0.4242978295495092,0.5096530127284865,1.7806314131360046,0.2193685868639954,0.8903157065680023,,self-report; not geometry-derived layer count or success,0.5233924124640066,0.011857903595852134,0.7204286331431001,1.3993987437491804,0.7873050364282004,1.2126949635717996,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912113_b4,6,affine,b6_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912113_b4__b6_affine.npz,0f1a22ba731d42be904f6b7c85833e18b461ef431a9c3117e71b25e1d6786841,2.0,912113,4.0,1.0,4.049469144216272,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,9,768,9,0,15.631138985589784,0,0,279.5266389572024,278.0864432892514,0.3637109477031791,0.13783709715891473,0.2124877567644471,1.0,0.0008415550109930336,True,True,0.38011037528971975,0.46746523880524204,0.8670694650306305,0.9674479166666666,1.0,0.39621248093920275,1.0,0.4986562684552437,0.39370339751046596,0.48313087435534585,1.7736489927778705,0.22635100722212953,0.8868244963889352,,self-report; not geometry-derived layer count or success,0.4983353970009545,0.017885920876744864,0.7469152948622249,1.3185996782597285,0.7880574368572001,1.2119425631428,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,1,offset,b1_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b1_offset.npz,b0b4b83f91d03278d9c52752808faaf1ab92898686ed7a91b47c3ef1c174e105,2.0,912127,0.0,1.0,0.7831909842459669,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,4,768,4,0,3.605969906112533,0,0,202.2625220806252,194.2089581397267,0.6979207474990045,0.3943228301932089,0.0,1.0,0.0008030380122363567,True,True,0.526957101836195,0.6415961305251274,1.3240452580912208,0.84375,1.0,0.5431770390406223,1.0,0.6872543131295462,0.5572138406255503,0.676661334714811,1.7826811122038437,0.21731888779615627,0.8913405561019219,,self-report; not geometry-derived layer count or success,0.6848491646992989,0.05744660586872803,0.4397063807989874,0.7961518956483226,1.2872022649263568,0.7127977350736432,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,1,affine,b1_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b1_affine.npz,a5b0f8517fbe7c2d14ab626cc84ac092c05e1406196f098b11ccb948e37a6a4d,2.0,912127,0.0,1.0,0.7727320190387215,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,12,768,12,0,8.681211886970392,0,0,202.2625220806252,185.89577415877895,0.9241283296501094,0.3379806166552627,0.5440495449377091,1.0,0.0008832680032355711,True,True,0.36146306007405116,0.494002985422507,1.1432669874577557,0.9127604166666666,1.0,0.37367633533204686,1.0,0.5393564957582477,0.3848216298476987,0.5324264347697295,1.82853840026005,0.17146159973995,0.914269200130025,,self-report; not geometry-derived layer count or success,0.538950912025612,0.02091276986383981,0.479342258214285,0.8543742516519889,1.282797676067562,0.7172023239324381,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,3,offset,b3_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b3_offset.npz,d62a5a76a6dcea031ec2a1db55f3cd716199b37c1e369e3dcc5d4d6535686802,2.0,912127,0.0,1.0,0.7676066353194938,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,4,768,4,0,4.23411900891282,0,0,204.68485628772854,201.77561682189136,0.4156939482347021,0.267031512814189,0.0,1.0,0.0008156639960361645,True,True,0.4483204720144349,0.5570289615820413,1.1491286220132113,0.8763020833333334,1.0,0.46099298300016694,1.0,0.5958725802686781,0.47064185508588313,0.5811839488045191,1.7417127146100668,0.2582872853899332,0.8708563573050334,,self-report; not geometry-derived layer count or success,0.5945236493562575,0.04007196366750842,0.4361814169653464,0.889801720765731,1.2750111800994834,0.7249888199005166,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,3,affine,b3_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b3_affine.npz,98e46a3726431eb288fadbaa6c3c410e7a8f841eec925c0fd3f775380aa6b0db,2.0,912127,0.0,1.0,0.8472523971031749,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,12,768,12,0,11.892895215625577,0,0,204.68485628772854,194.99023153680065,1.0699468234259166,0.16641891916810986,0.7005322930105754,1.0,0.0008775510068517178,True,True,0.4470531093685923,0.5552998925148445,1.0782143872510006,0.9075520833333334,0.9986979166666666,0.45986954069428093,1.0,0.5955857591499285,0.46975163692239913,0.5899938531289549,1.8746965119561971,0.12530348804380287,0.9373482559780986,,self-report; not geometry-derived layer count or success,0.5932275179112682,0.05294816800449992,0.3598447509925507,0.7178468753697004,1.4666192936700722,0.5333807063299278,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,6,offset,b6_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b6_offset.npz,8587d5bfc24a62e0021efc3ac326759546a0a3f05eb76fccc27b7533c519663d,2.0,912127,0.0,1.0,0.7189175044600864,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,4,768,4,0,5.325340209072585,0,0,213.24707670849,212.36229280071478,0.16857647675330073,0.15544068388485044,0.0,1.0,0.000770452999859117,True,True,0.4549738317448406,0.5416330877315074,0.9529163861822022,0.9388020833333334,1.0,0.4649989606864306,1.0,0.5689443575569615,0.4700792205132743,0.5617797651190152,1.8149859170608946,0.18501408293910537,0.9074929585304473,,self-report; not geometry-derived layer count or success,0.5689412195765684,0.0018896197053033133,0.4469082630029472,0.9525916545658064,1.2968216791361542,0.7031783208638458,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b0,6,affine,b6_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b0__b6_affine.npz,d53d15b31e6190ae933f5b5bd743be9f3ce1ab364dce244876ba9325b12369a8,2.0,912127,0.0,1.0,0.8925368461612341,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,4,12,768,12,0,16.040194110941886,0,0,213.24707670849,205.79679600005716,1.4156224583948191,0.28303843585604044,0.970925356112936,1.0,0.0008765239908825606,True,True,0.5985062313530628,0.7019268527473191,1.2573567507546375,0.8541666666666666,0.9973958333333334,0.6087502117237035,1.0,0.7344164040114277,0.6215524157019061,0.7239122145576322,1.8610788193873253,0.13892118061267467,0.9305394096936627,,self-report; not geometry-derived layer count or success,0.7271386072872388,0.10313534929136257,0.27383368574241596,0.27989611463598035,1.8105983530646315,0.18940164693536854,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,1,offset,b1_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b1_offset.npz,50df2afa392b8afbce191006ff86dcc30434505b29d07fbaabd01dd7ab04b8b5,2.0,912127,4.0,1.0,4.08055559594164,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,3,768,3,0,3.1925033795363076,0,0,289.6128226539604,283.16780877257435,0.4150746756696282,0.3022898468949339,0.0,1.0,0.000738300004741177,True,True,0.4054059466873046,0.6147413278350701,1.5371888661798185,0.890625,0.9869791666666666,0.41953566814437665,1.0,0.6696015604476443,0.4386893882742547,0.6432983613413339,1.637806596838679,0.362193403161321,0.8189032984193395,,self-report; not geometry-derived layer count or success,0.6695421475208512,0.00891977842140821,0.6139202571905238,0.7745022736646616,1.0178874534102644,0.9821125465897356,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,1,affine,b1_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b1_affine.npz,3228b4023ad4c0a9ee756ed9cee026a7d06ada4d34e78c579bded6804c9d90d4,2.0,912127,4.0,1.0,4.114656576428033,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,9,768,9,0,6.665460389658572,0,0,289.6128226539604,265.95578525668833,1.2593795420751648,0.1883863768861993,0.9359430524184689,1.0,0.000779997993959114,True,True,0.456868609783536,0.6203067454160016,1.29790487677009,0.8776041666666666,0.9986979166666666,0.47462938312406305,1.0,0.6661449412942045,0.4840414603588981,0.6547162862978073,1.7910856498027685,0.20891435019723148,0.8955428249013843,,self-report; not geometry-derived layer count or success,0.6654112003314957,0.031257275717137586,0.6587240045837627,0.8970544320528704,1.0924779188228988,0.9075220811771012,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,3,offset,b3_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b3_offset.npz,38a492d6ae40e257f6a6b9fdc8ebcf6cb7874a0625cba7a78c8424b130607e03,2.0,912127,4.0,1.0,4.086710111517186,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,3,768,3,0,3.845190588766979,0,0,266.6642995994719,265.0048680862095,0.25641440317171293,0.19087462284469714,0.0,1.0,0.000738303002435714,True,True,0.37001725375787303,0.5578550306756588,0.9375503231937162,0.9322916666666666,0.98828125,0.3737095006627394,1.0,0.5918045692311483,0.3875853241629115,0.5625097430692622,1.64252253000512,0.35747746999487995,0.82126126500256,,self-report; not geometry-derived layer count or success,0.5916857849647098,0.01185664512247478,0.6875218439269725,1.1482968141765388,0.827494617918641,1.1725053820813591,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,3,affine,b3_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b3_affine.npz,f4c35b9a8ce86503dc484755254e897921616bbf9595bdce6c2b19b48c843404,2.0,912127,4.0,1.0,4.053739794906149,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,9,768,9,0,9.35569003147973,0,0,266.6642995994719,251.6965555340612,1.667612537917608,0.4844136814912824,1.1439375587592955,1.0,0.0007751579978503287,True,True,0.6466135037423925,0.8898702943607334,1.803633840813747,0.70703125,0.9817708333333334,0.6659954430052056,1.0,0.9250629371706199,0.674727845399168,0.9143741151339456,1.7724594361154404,0.22754056388455957,0.8862297180577202,,self-report; not geometry-derived layer count or success,0.9230259055009639,0.06135646258431207,0.4864237961364262,0.5197225860962333,1.870593951187093,0.12940604881290696,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,6,offset,b6_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b6_offset.npz,6c0cda2ebdff4cd57c776b3b59180c71015617327de849fa6fd79464642a00bc,2.0,912127,4.0,1.0,4.066132265597809,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,3,768,3,0,3.837365599086444,0,0,265.6107702791764,265.07431999353076,0.056843880466654666,0.05056134992749417,0.0,1.0,0.0007476800092263147,True,True,0.3634709153806903,0.5405685717951694,0.9879322952393359,0.9401041666666666,0.9934895833333334,0.3574665288326527,1.0,0.5569431193456059,0.3705291502525397,0.5277255450547355,1.6568066567080917,0.3431933432919083,0.8284033283540458,,self-report; not geometry-derived layer count or success,0.5565946215796077,0.019699376007052197,0.6038364249510128,0.9892304782723353,0.9692104265135512,1.030789573486449,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g2_s912127_b4,6,affine,b6_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g2_s912127_b4__b6_affine.npz,1c666f46a71b9f20be464a7defa6ba0fa350db3aba812cbca411ab2efe9af4da,2.0,912127,4.0,1.0,4.063941197732491,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,3,9,768,9,0,7.150096322559253,0,0,265.6107702791764,261.108297615068,0.5584591912174519,0.08259549756741744,0.3429879337494732,1.0,0.000776246000896208,True,True,0.4198557616534087,0.5626339319094706,1.1732729109158857,0.92578125,0.9986979166666666,0.41732762360019954,1.0,0.5784489665182977,0.4269535727939798,0.5559040531379672,1.6946906829184516,0.3053093170815484,0.8473453414592258,,self-report; not geometry-derived layer count or success,0.5784487466842003,0.0005043070139960928,0.5630782057607997,0.7011807995876917,1.163593235595922,0.836406764404078,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,1,offset,b1_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b1_offset.npz,8c7627d748902487891f73d92f0a9ac29d48ecbf9303734e606aca60e63a1b17,4.0,912101,0.0,0.921875,0.6841186106637578,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,5,768,5,0,3.0883294719883745,0,0,210.52058287971886,203.3998005569359,0.4459034658189375,0.2657536070619946,0.0,0.921875,0.0009390990016981959,True,True,0.4719400521332364,0.7615086098696691,1.7700379883460406,0.83984375,0.9817708333333334,0.43236557212243093,1.0,0.7775192688605331,0.47809784248416487,0.7675478549269269,3.937341241390711,0.06265875860928904,0.9843353103476777,,self-report; not geometry-derived layer count or success,0.768155733859427,0.12030370729243187,0.5376257762631537,0.6196886349471775,3.451962534821289,0.548037465178711,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,1,affine,b1_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b1_affine.npz,7ee2565fba09c07c7df5eecaada397d536f3b482303e407bfa2a88ed56e2a285,4.0,912101,0.0,0.921875,0.683675202480047,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,15,768,15,0,10.03623866942521,0,0,210.52058287971886,198.16062941916402,0.7650014764665863,0.3997622156925352,0.4852348470232802,0.921875,0.0010886759991990402,True,True,0.504656328232803,0.734808334615794,1.7067072256745197,0.8528645833333334,0.98828125,0.47186432025280695,1.0,0.7525368509190136,0.5106957851684503,0.7431312245794268,3.946067084553542,0.05393291544645784,0.9865167711383855,,self-report; not geometry-derived layer count or success,0.7435980896576158,0.11564425212110685,0.4323646438546489,0.5253898234665543,3.5735839812369448,0.42641601876305524,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,3,offset,b3_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b3_offset.npz,058dd5bb905df3dea58f2db39fff3e824f1cd288997575168263683a47985b85,4.0,912101,0.0,0.921875,0.6290680720741676,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,5,768,5,0,3.4843055925900766,0,0,177.87339213172868,170.59390883505947,0.5040276958355719,0.33614845761809464,0.0,0.921875,0.0009393679938511923,True,True,0.5663749126045966,0.7403756875135559,1.5849409325473902,0.8528645833333334,0.99609375,0.5382217970049603,1.0,0.7609916743753028,0.5728042937119805,0.7524315816407224,3.8801780554624474,0.11982194453755257,0.9700445138656119,,self-report; not geometry-derived layer count or success,0.754678876992601,0.09781677304896888,0.4146987091527102,0.4489634643147355,3.4795064768836608,0.5204935231163392,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,3,affine,b3_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b3_affine.npz,65a6f47799b089794b4e3c155233b8c0eb68ea3f73802dd502cc954cb09c0c1d,4.0,912101,0.0,0.921875,0.6350036715282085,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,15,768,15,0,9.716841835217329,0,0,177.87339213172868,168.44715706923645,0.748747935183793,0.33791787854277794,0.37967809667106495,0.921875,0.0009952310065273196,True,True,0.5906926644777445,0.7430450867963236,1.5238048454719417,0.8502604166666666,0.9973958333333334,0.5662327886896464,1.0,0.7626129079560754,0.5968121835686432,0.7544713364171493,3.8835336726151266,0.11646632738487339,0.9708834181537817,,self-report; not geometry-derived layer count or success,0.7565893757441705,0.09566067056145823,0.38632619864172085,0.4207684087870893,3.510550589257086,0.4894494107429139,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,6,offset,b6_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b6_offset.npz,7648f01e4a94d92e7e5252623c2a9634ce0d6b91e1a55545852898c1f3ed2ef0,4.0,912101,0.0,0.921875,0.6280004257110158,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,5,768,5,0,4.622091895812563,0,0,175.67931413968205,171.78559190511885,0.3809595861059658,0.2856816333758144,0.0,0.921875,0.000897371006431058,True,True,0.6151192455071882,0.7507351833120848,1.4921447938515662,0.8489583333333334,0.9973958333333334,0.5957995487896132,1.0,0.7526178141593468,0.6158247690043073,0.742898007582193,3.8033913761964966,0.1966086238035034,0.9508478440491241,,self-report; not geometry-derived layer count or success,0.7490010062232224,0.07369577237938063,0.2410951674295578,0.3048978490034018,3.605764459103022,0.394235540896978,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b0,6,affine,b6_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b0__b6_affine.npz,7e60a86def7c064245dbfe506413fca992064f52c884a5f9bcdb278a8ff397e4,4.0,912101,0.0,0.921875,0.621897082205836,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,15,768,15,0,11.820564300962605,0,0,175.67931413968205,170.80768218802882,0.4742363678310222,0.2679098151654054,0.2016916563972743,0.921875,0.0010440399928484112,True,True,0.5869617319112933,0.7307206360927996,1.4985013466678088,0.8567708333333334,0.99609375,0.5667282227401862,1.0,0.7333885503942602,0.5879362596684539,0.7233988848047926,3.7985250607351246,0.20147493926487536,0.9496312651837812,,self-report; not geometry-derived layer count or success,0.7299772212561253,0.07065424471735644,0.27885973220216986,0.3758059745388398,3.59328863579081,0.40671136420918996,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b4,1,offset,b1_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b4__b1_offset.npz,f88677d946c3bb07c305f6921b236f30d8a5d569a4d6d311ba93446686197a30,4.0,912101,4.0,0.921875,3.943881029026,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,5,768,5,0,3.0882827759735805,0,0,210.52018732678465,203.39916262701976,0.44596028491783807,0.26587115149810725,0.0,0.921875,0.0008781350043136626,True,True,0.6225498916838205,1.1292336496504594,2.1945838299715157,0.78515625,0.9479166666666666,0.542488234555275,1.0,1.2761113988432893,0.6928679234849066,1.2667639686053385,4.02393891468855,0.023938914688550028,1.0059847286721375,,self-report; not geometry-derived layer count or success,1.2669441878452383,0.15268505867617216,0.37182883499468594,0.46029425460502604,3.7045188865092102,0.29548111349078976,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b4,1,affine,b1_affine,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b4__b1_affine.npz,7b21a3ec6c20cc57aa97fc0b330bab898e21bee8843fa56b1b2de21e7a30987f,4.0,912101,4.0,0.921875,3.938583002084904,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,15,768,15,0,10.036653653907443,0,0,210.52018732678465,198.16467755204368,0.7649017742144408,0.3998032790725822,0.4850056311613596,0.921875,0.0009824550070334226,True,True,0.6553357118849064,1.1114222232374278,2.054929135214938,0.796875,0.9518229166666666,0.5840686066950563,1.0,1.261059501167832,0.725531737829713,1.2521368413653353,4.033342407065986,0.03334240706598557,1.0083356017664964,,self-report; not geometry-derived layer count or success,1.2523694392491371,0.14778989519064775,0.2605794021235552,0.35040429345095797,3.8281745296077005,0.17182547039229945,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912101_b4,3,offset,b3_offset,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/selection-unmix-v9-qe05wnli/outputs/dual_g4_s912101_b4__b3_offset.npz,7e1c51f573717a7dbe8c14a9601664988ca81bd73d598e482860c599f0351481,4.0,912101,4.0,0.921875,3.9305888364560837,1.0,1e-08,one frozen working-model moment update; not an identified physical solution,"inherited observation-dependent weights, no unbiased WLS guarantee","fixed selected candidate projection, no reassociation or hard-group refit",exclude fitting row and keep its measured input unchanged,768,768,APPLY,5,5,768,5,0,3.4842987499711855,0,0,177.87837149227437,170.59537090152145,0.5041823135310637,0.33621272406271774,0.0,0.921875,0.0009005729953059927,True,True,0.7170270259467353,1.1150959639621998,1.8928860431751626,0.796875,0.95703125,0.6514251278848556,1.0,1.2661250722666781,0.7876211793447373,1.2591517034632635,3.96609412145351,0.033905878546490076,0.9915235303633775,,self-report; not geometry-derived layer count or success,1.2593860566921244,0.13045864797613999,0.2567680014790376,0.29101712001984686,3.730033662307029,0.26996633769297107,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
