case,budget,method,gap_mm,seed,n_points,supported_fraction,group_count,input_edit_rms_mm,output,output_sha256,stage,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note
dual_g4_s912127_b4,1,soft_M_map_b1,4.0,912127,768,0.9388020833333334,4,3.9615728427719756,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g4_s912127_b4__soft_M_map_b1.npz,13ca45db050cee69a4b25237bb21504839a22d8f5749524b32c8128bdd1829f3,exposed development post-decision ablation,True,True,0.621226294507024,1.0301305633510454,2.487048408415926,0.83203125,0.9505208333333334,0.5375856279403114,1.0,1.248217654934338,0.6832868150220707,1.2449586553257803,3.8211427421408954,0.17885725785910456,0.9552856855352239,,self-report; not geometry-derived layer count or success,1.2481946614765334,0.007576354747513638,0.4563063238008891,0.5453374246933941,3.519274697594776,0.48072530240522404,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912127_b4,3,soft_M_map_b3,4.0,912127,768,0.9388020833333334,4,3.9118241841729047,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g4_s912127_b4__soft_M_map_b3.npz,c45a4d7010c7688a6c015921769c369278fe552bff326459102983f7a2274e96,exposed development post-decision ablation,True,True,0.679627428384871,0.98992544771474,1.923450266828775,0.80859375,0.96484375,0.6227136678279891,1.0,1.2087791287789393,0.7377698393584614,1.199590739181468,3.6981579670584503,0.30184203294154965,0.9245394917646126,,self-report; not geometry-derived layer count or success,1.2087791138234654,0.00019014660128440736,0.3417577321844663,0.4232421009943024,3.4918328127627225,0.5081671872372775,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g4_s912127_b4,6,soft_M_map_b6,4.0,912127,768,0.9388020833333334,4,3.902149210912805,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g4_s912127_b4__soft_M_map_b6.npz,cf1eda4461c9aa218d3f654b70ae53a0679a4011ad239a69155dc0807cf679bb,exposed development post-decision ablation,True,True,0.7035194791622383,0.9717736777798174,1.7979365754381516,0.8346354166666666,0.9700520833333334,0.6525874281713037,1.0,1.193954871317055,0.7616598267288316,1.1872621062273454,3.7448502856721158,0.25514971432788425,0.9362125714180289,,self-report; not geometry-derived layer count or success,1.193954540273419,0.0008891019138766061,0.3035148312919127,0.4089368427320676,3.779133076856791,0.220866923143209,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b0,1,soft_M_map_b1,8.0,912101,768,0.9856770833333334,4,0.8298732735186926,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b0__soft_M_map_b1.npz,1b1e82a3926302c28510f08b34e1e71f2148571e6e1266ae08513758dcbfbb10,exposed development post-decision ablation,True,True,0.36775252727974655,0.7347079749165211,1.840635717551133,0.8958333333333334,0.9817708333333334,0.32117562894361135,1.0,0.7347127407062635,0.36775252727974655,0.7245547275965389,8.168690381221925,0.16869038122192492,1.0210862976527406,,self-report; not geometry-derived layer count or success,0.7290373445163371,0.09114472917660554,0.4514868697563252,0.5571059855041346,8.048386380475447,0.04838638047544741,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b0,3,soft_M_map_b3,8.0,912101,768,0.9856770833333334,4,0.7782243173085837,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b0__soft_M_map_b3.npz,147dd933a7e8547e5367caec45a9f33227db122113f503181d9ebfe18aeaf243,exposed development post-decision ablation,True,True,0.3933120919074195,0.5825221701483724,1.0094523962077613,0.95703125,0.9921875,0.37269877768630116,1.0,0.5825274560934878,0.3933120919074196,0.5795487266034801,8.063369544010989,0.06336954401098893,1.0079211930013736,,self-report; not geometry-derived layer count or success,0.5803459362258734,0.050366967437643545,0.23374543901381886,0.2843537718383384,7.978171786632646,0.021828213367354188,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b0,6,soft_M_map_b6,8.0,912101,768,0.9856770833333334,4,0.7942682259265431,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b0__soft_M_map_b6.npz,0b132e8d932ef2bf9d1f8844c521d34dd66899cd4434b41b5855348bdf18dac4,exposed development post-decision ablation,True,True,0.3828739926599063,0.632480459263924,1.3793989781665426,0.94140625,0.98828125,0.340228640171621,1.0,0.6324855304904395,0.38287399265990646,0.6311819078677485,8.077197049205019,0.07719704920501869,1.0096496311506273,,self-report; not geometry-derived layer count or success,0.6322658576671859,0.0166682784999132,0.23066377862449747,0.2788095405277528,7.947507071153388,0.05249292884661205,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b4,1,soft_M_map_b1,8.0,912101,768,0.9856770833333334,4,4.096967374966292,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b4__soft_M_map_b1.npz,b346ac55d17f085722e1818a00c0decdc18162cdf6e4eb5ae110f3239dfdbada,exposed development post-decision ablation,True,True,0.4047337734336061,0.8583270714141871,1.9559415241004843,0.890625,0.9765625,0.33898309487873757,1.0,0.9344244154259329,0.42176538526663404,0.9279416992784035,8.152990528540235,0.15299052854023465,1.0191238160675293,,self-report; not geometry-derived layer count or success,0.9309136380438517,0.08092457382067086,0.5023884759558889,0.6357280357746309,8.008222753191694,0.008222753191693855,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b4,3,soft_M_map_b3,8.0,912101,768,0.9856770833333334,4,4.094567624003065,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b4__soft_M_map_b3.npz,479766abcd88700808e83b12de81abe547d50216526eb7fde2445fe275ffa15e,exposed development post-decision ablation,True,True,0.4280656611009226,0.7288254737971595,1.073736111092445,0.9518229166666666,0.9869791666666666,0.38665093542937923,1.0,0.8170740463475039,0.44509727441357055,0.8155017158309517,8.051157664169587,0.05115766416958678,1.0063947080211983,,self-report; not geometry-derived layer count or success,0.8159731284041123,0.04240107235777148,0.27492800700007197,0.34801689944314146,7.943717811221596,0.05628218877840396,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912101_b4,6,soft_M_map_b6,8.0,912101,768,0.9856770833333334,4,4.071484126422737,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912101_b4__soft_M_map_b6.npz,e0b0a060e3f2b7a0e65e93d6d55d3843187f90578c531508c2eb82afa68c277a,exposed development post-decision ablation,True,True,0.4175501985922632,0.7693724932694567,1.5300028874305023,0.9361979166666666,0.9830729166666666,0.3543656186369937,1.0,0.8534374855419264,0.4345818120113594,0.8527458374909079,8.064252070779839,0.06425207077983863,1.0080315088474798,,self-report; not geometry-derived layer count or success,0.8533980889856146,0.008200209986766762,0.2736658675426709,0.2786018966202679,7.910909401066233,0.08909059893376714,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b0,1,soft_M_map_b1,8.0,912113,768,0.9778645833333334,4,0.8258962568337853,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b0__soft_M_map_b1.npz,732888c20490f9eb6a911701700036eea22a68c13a5bf17c179914473e00aa2d,exposed development post-decision ablation,True,True,0.40136291599046575,0.6891415520463756,1.4207301274760757,0.9010416666666666,0.9869791666666666,0.3659494334235691,1.0,0.6946547262495377,0.40231314973240756,0.6940986317475628,8.04851884866502,0.04851884866502054,1.0060648560831276,,self-report; not geometry-derived layer count or success,0.6945040339274883,0.014468433200124193,0.41279033926597086,0.43667474399784506,7.656999127945804,0.34300087205419594,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b0,3,soft_M_map_b3,8.0,912113,768,0.9778645833333334,4,0.8218005286313723,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b0__soft_M_map_b3.npz,b3c296202ce4537191c8514ec8ec82d0394356bfafebcec7c442bfb2cd780ae3,exposed development post-decision ablation,True,True,0.35599671744352296,0.6117447417073761,1.4984020341379525,0.94140625,0.98828125,0.3327953735871945,1.0,0.6117667852305856,0.355996717443523,0.6109659736017002,7.935323744456949,0.06467625554305112,0.9919154680571186,,self-report; not geometry-derived layer count or success,0.6117665783574938,0.0005031064795713522,0.3215012140731904,0.3380774752872386,7.5967960094972,0.4032039905028002,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b0,6,soft_M_map_b6,8.0,912113,768,0.9778645833333334,4,0.798610105268678,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b0__soft_M_map_b6.npz,2a6dfc540bfe6d204f2da9e5104ae13e2a5a3d4b57a33aab0c8e2c6a3924f93a,exposed development post-decision ablation,True,True,0.378566336986073,0.6569872018021695,1.5502699587522433,0.9231770833333334,0.9856770833333334,0.3424465488828918,1.0,0.6570065853170654,0.37856633698607317,0.6552730383291882,7.918163738172733,0.08183626182726744,0.9897704672715916,,self-report; not geometry-derived layer count or success,0.6564543765200089,0.026931481535864884,0.4131767496299683,0.6870875550231637,7.3537037744793246,0.6462962255206754,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b4,1,soft_M_map_b1,8.0,912113,768,0.9713541666666666,4,3.994845410653194,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b4__soft_M_map_b1.npz,f41a6ab64ef102f244e04036a08c59f35b9de80f3f7b6d489eb475aee0b43a94,exposed development post-decision ablation,True,True,0.45545736609470394,0.8923517893546216,1.469545541865655,0.8880208333333334,0.9817708333333334,0.3862271534125643,1.0,1.0018961988177635,0.4813157359974602,0.9995056904832178,8.1049597871451,0.10495978714510024,1.0131199733931375,,self-report; not geometry-derived layer count or success,1.0010773936202386,0.04049747137776893,0.3127958306498942,0.32512109271119977,7.804980257701622,0.1950197422983777,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b4,3,soft_M_map_b3,8.0,912113,768,0.9713541666666666,4,4.004333122888736,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b4__soft_M_map_b3.npz,9bc442fdd3374c2d9cf01022399f096cc5507c69c122d9f7b415b7451413bd4d,exposed development post-decision ablation,True,True,0.41612393443406487,0.8454523225265199,1.708565627374301,0.9283854166666666,0.9817708333333334,0.3523392401974384,1.0,0.9563667247650979,0.44102485114813006,0.9553252897706073,7.990757321980155,0.00924267801984513,0.9988446652475194,,self-report; not geometry-derived layer count or success,0.9556704947835192,0.036485855316055735,0.2515421746303816,0.36529193283252614,7.679731170027365,0.32026882997263506,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912113_b4,6,soft_M_map_b6,8.0,912113,768,0.9713541666666666,4,3.9839527563318478,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912113_b4__soft_M_map_b6.npz,a0c43a1815762d09b9db58267f7c5ab2a17a975e2de78cd63ea21208d35efcdf,exposed development post-decision ablation,True,True,0.4403760065060777,0.8802132545838017,1.7851565123115838,0.9114583333333334,0.9791666666666666,0.36762284308451987,1.0,0.987226698632955,0.46527692322014297,0.9867964774464418,7.9771983125370385,0.022801687462961517,0.9971497890671298,,self-report; not geometry-derived layer count or success,0.9871775081685547,0.009855042356407792,0.3209809099695556,0.6976998265454178,7.455823764225866,0.5441762357741338,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b0,1,soft_M_map_b1,8.0,912127,768,0.9908854166666666,3,0.9085368585532431,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b0__soft_M_map_b1.npz,ef4638c7fc67b510e7505d63f77374d5b23b39ab17726e0637771e8997a5fe53,exposed development post-decision ablation,True,True,0.24495452996919068,0.5451621967399218,1.190157391584537,0.9505208333333334,0.99609375,0.21169225495655916,1.0,0.560818215422057,0.24711771030746985,0.5599556658086554,7.976724763153633,0.023275236846367342,0.9970905953942041,,self-report; not geometry-derived layer count or success,0.5600768092124201,0.028827738926510967,0.19062067594951046,0.3873863578544491,8.111715406952168,0.1117154069521682,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b0,3,soft_M_map_b3,8.0,912127,768,0.9908854166666666,3,0.8942038998089672,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b0__soft_M_map_b3.npz,73e58f1ee1ecbd340c9b8453966350ae4f030303e1e25635061bb84122dc3a5e,exposed development post-decision ablation,True,True,0.29141586042413714,0.6155142207932126,1.259159154643219,0.93359375,0.9895833333333334,0.25891597530298766,1.0,0.6224121177489503,0.29248205892783674,0.6220879185958987,7.969332085239836,0.03066791476016384,0.9961665106549795,,self-report; not geometry-derived layer count or success,0.6222711777008235,0.013244837619370417,0.19926405685219037,0.3834921649599833,7.859609512855041,0.14039048714495905,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b0,6,soft_M_map_b6,8.0,912127,768,0.9908854166666666,3,0.8388667849659647,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b0__soft_M_map_b6.npz,e5f847ecca33b1e23579017b21ec31e7ce8303710258f458972cb8669b806f00,exposed development post-decision ablation,True,True,0.3847718073904686,0.6715137580441962,1.6323767444233017,0.9114583333333334,0.9895833333333334,0.34911131628948605,1.0,0.686914896723618,0.38738593079788325,0.6855892160488116,7.929125068974747,0.07087493102525322,0.9911406336218433,,self-report; not geometry-derived layer count or success,0.6864460222626594,0.025375851918533098,0.13345248803280652,0.2606950116780733,7.860068100672437,0.13993189932756334,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b4,1,soft_M_map_b1,8.0,912127,768,0.9895833333333334,3,4.083111155121022,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b4__soft_M_map_b1.npz,995e1c7de7a12e64e9fd04bcb27fca0ce1c87d690e96a095c0c761a6a56aef5a,exposed development post-decision ablation,True,True,0.2596501356446592,0.5794293157008535,1.2998972630792582,0.94140625,0.9908854166666666,0.23072269565075113,1.0,0.7512231112291512,0.28820010419233527,0.7490042477638225,7.945531948462475,0.05446805153752532,0.9931914935578093,,self-report; not geometry-derived layer count or success,0.749596421864383,0.04941019300629706,0.24045513941804028,0.38772691897910044,8.05674661474748,0.056746614747479995,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b4,3,soft_M_map_b3,8.0,912127,768,0.9895833333333334,3,4.077081850042987,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b4__soft_M_map_b3.npz,aac944b039b56e845e27d457ca6da54f6528e98053091181c3a949195f0eb06a,exposed development post-decision ablation,True,True,0.2952540599208824,0.6232496480395049,1.2509854567207337,0.9361979166666666,0.984375,0.2690260121342605,1.0,0.7791984877458482,0.3225681426105715,0.7768485435181466,7.917870472928495,0.08212952707150478,0.9897338091160619,,self-report; not geometry-derived layer count or success,0.7779836017527821,0.043494812439935915,0.23318117559778231,0.35910399812988836,7.812266273831567,0.18773372616843265,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
dual_g8_s912127_b4,6,soft_M_map_b6,8.0,912127,768,0.9895833333333334,3,4.044698618209899,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/dual_g8_s912127_b4__soft_M_map_b6.npz,611eab598e21d52eddaa72e42028cba483d7cfc4f499e7e508c4572014e65ec4,exposed development post-decision ablation,True,True,0.3847139319402462,0.6733973967699239,1.7237217627013333,0.9114583333333334,0.9856770833333334,0.3540235869229374,1.0,0.8142523969228752,0.41088249929094706,0.8105069973556501,7.880657728570514,0.11934227142948561,0.9850822160713143,,self-report; not geometry-derived layer count or success,0.8126655962034575,0.0508093952131547,0.20293604757087,0.23246548139309367,7.831473314747989,0.16852668525201064,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count"
ghost_s912101_b0,1,soft_M_map_b1,0.0,912101,768,1.0,1,1.0205549918394854,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b0__soft_M_map_b1.npz,7991cb878cce727e75a0c4b5c43ca4c083700d1264c0ac342e3914a88ed55443,exposed development post-decision ablation,True,True,0.04259948388323872,0.05092123794141833,0.08767595216657237,1.0,1.0,0.04375386721030452,1.0,0.05140573428547497,0.04259948388323872,0.02831594544809564,,,,,self-report; not geometry-derived layer count or success,0.029178242074457166,0.04232233106615504,0.06254876399133667,0.06254876399133667,,,
ghost_s912101_b0,3,soft_M_map_b3,0.0,912101,768,1.0,1,1.0205549918394854,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b0__soft_M_map_b3.npz,19f55bf905d8a0b18b37a5a361ad5dbfeeeaaa01535ead1db173eeea883644cb,exposed development post-decision ablation,True,True,0.04259948388323872,0.05092123794141833,0.08767595216657237,1.0,1.0,0.04375386721030452,1.0,0.05140573428547497,0.04259948388323872,0.02831594544809564,,,,,self-report; not geometry-derived layer count or success,0.029178242074457166,0.04232233106615504,0.06254876399133667,0.06254876399133667,,,
ghost_s912101_b0,6,soft_M_map_b6,0.0,912101,768,1.0,1,1.0205549918394854,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b0__soft_M_map_b6.npz,3d84ca8969357d7bcd68b08403d4031758333b47fc2ecfdb47fb1e4fe4f4c261,exposed development post-decision ablation,True,True,0.04259948388323872,0.05092123794141833,0.08767595216657237,1.0,1.0,0.04375386721030452,1.0,0.05140573428547497,0.04259948388323872,0.02831594544809564,,,,,self-report; not geometry-derived layer count or success,0.029178242074457166,0.04232233106615504,0.06254876399133667,0.06254876399133667,,,
ghost_s912101_b4,1,soft_M_map_b1,0.0,912101,768,1.0,1,4.143634098889613,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b4__soft_M_map_b1.npz,1ccbca302c46c33c4ebc81c5e11151016fb825bf765723c07096ac6948eb834d,exposed development post-decision ablation,True,True,0.04257531671846112,0.050895206818527085,0.08765162514256844,1.0,1.0,0.05343454331016558,1.0,0.05837466548714793,0.04257531671846112,0.028306959828187695,,,,,self-report; not geometry-derived layer count or success,0.04023137417844613,0.04229702238279036,0.06252571361966541,0.06252571361966541,,,
ghost_s912101_b4,3,soft_M_map_b3,0.0,912101,768,1.0,1,4.143634098889613,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b4__soft_M_map_b3.npz,a405b6f387103355cf725d597148f02bd2caee3fedfe3d7e3dc268a747c9c9e3,exposed development post-decision ablation,True,True,0.04257531671846112,0.050895206818527085,0.08765162514256844,1.0,1.0,0.05343454331016558,1.0,0.05837466548714793,0.04257531671846112,0.028306959828187695,,,,,self-report; not geometry-derived layer count or success,0.04023137417844613,0.04229702238279036,0.06252571361966541,0.06252571361966541,,,
ghost_s912101_b4,6,soft_M_map_b6,0.0,912101,768,1.0,1,4.143634098889613,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912101_b4__soft_M_map_b6.npz,820496448d14190aad00b8b87caa9e0c79d870a5f30cb8a8af9ecc204368e529,exposed development post-decision ablation,True,True,0.04257531671846112,0.050895206818527085,0.08765162514256844,1.0,1.0,0.05343454331016558,1.0,0.05837466548714793,0.04257531671846112,0.028306959828187695,,,,,self-report; not geometry-derived layer count or success,0.04023137417844613,0.04229702238279036,0.06252571361966541,0.06252571361966541,,,
ghost_s912113_b0,1,soft_M_map_b1,0.0,912113,768,1.0,2,0.9096155142226117,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b0__soft_M_map_b1.npz,c8ba1c302899e3ae2175c792504d86281b5b73bf264bf06c83cc6e410de45d8f,exposed development post-decision ablation,True,True,0.17330423995248864,0.22116341226627798,0.4212771642220592,1.0,1.0,0.17281366797503991,1.0,0.22117774807016272,0.17330423995248864,0.22108870668137523,,,,,self-report; not geometry-derived layer count or success,0.22110304592177868,0.005747984472856069,0.08561723454072147,0.08561723454072147,,,
ghost_s912113_b0,3,soft_M_map_b3,0.0,912113,768,1.0,2,0.8950975423091615,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b0__soft_M_map_b3.npz,282b86e8ebbbb26c138599947f0b48f416e180a4ae2f247a72641800b6be60ce,exposed development post-decision ablation,True,True,0.21008168343775493,0.26594310161425533,0.5274480874412565,1.0,1.0,0.20989389523870106,1.0,0.2659546461444512,0.21008168343775493,0.26572399353427095,,,,,self-report; not geometry-derived layer count or success,0.2657355473565624,0.010793177332389721,0.08704656656473213,0.08704656656473213,,,
ghost_s912113_b0,6,soft_M_map_b6,0.0,912113,768,1.0,2,0.8777586946698791,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b0__soft_M_map_b6.npz,4f447a5e548ce8cbead745de2f7169ab8c3f1a31406ef72621dd044a5a4b716c,exposed development post-decision ablation,True,True,0.2528118325592921,0.32016333043533235,0.6474844931813114,1.0,1.0,0.252558425474864,1.0,0.32017255203208356,0.2528118325592921,0.32012003310547194,,,,,self-report; not geometry-derived layer count or success,0.3201292548705985,0.005265287336185868,0.08310378825836945,0.08310378825836945,,,
ghost_s912113_b4,1,soft_M_map_b1,0.0,912113,768,1.0,2,4.101162935308724,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b4__soft_M_map_b1.npz,eb3e1fa738ce1d32d3895eb7b0f6329b9f535d138a1430e9982336e80a674d6d,exposed development post-decision ablation,True,True,0.17329075066305602,0.2211423532161245,0.42113661726720614,1.0,1.0,0.17371993010645384,1.0,0.221433619289597,0.17329075066305602,0.22106755253130814,,,,,self-report; not geometry-derived layer count or success,0.2213589156236882,0.00575136728048786,0.08560765949615141,0.08560765949615141,,,
ghost_s912113_b4,3,soft_M_map_b3,0.0,912113,768,1.0,2,4.10013093569843,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b4__soft_M_map_b3.npz,3cda11bc5a5f6d9476d2159a6ce9a3cec09b068c698cabe6c5ed419a3e3a6424,exposed development post-decision ablation,True,True,0.21007589933106088,0.2659354800075705,0.5274198210154555,1.0,1.0,0.2106541411240378,1.0,0.2661776136817595,0.21007589933106088,0.2657163664539294,,,,,self-report; not geometry-derived layer count or success,0.26595869938661004,0.010793157364682254,0.08703799294087856,0.08703799294087856,,,
ghost_s912113_b4,6,soft_M_map_b6,0.0,912113,768,1.0,2,4.100394470676506,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912113_b4__soft_M_map_b6.npz,32ff3f3149ad5c5c8ef034575c8d406ce3722d8d7bdb19a6b002d164a4aa19dc,exposed development post-decision ablation,True,True,0.2528082239317035,0.32015877646645585,0.6474657973398653,1.0,1.0,0.2532584490058207,1.0,0.32035995569067877,0.2528082239317035,0.32011547674851154,,,,,self-report; not geometry-derived layer count or success,0.3203166820895235,0.00526539507470858,0.08309443344481214,0.08309443344481214,,,
ghost_s912127_b0,1,soft_M_map_b1,0.0,912127,768,1.0,2,0.9246769391528328,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912127_b0__soft_M_map_b1.npz,26a4fe82bf9e351712ba9081a62958859f170722acc9028fcb46f249cee1cde6,exposed development post-decision ablation,True,True,0.1499027487896425,0.2696062019332184,0.7407338206328384,0.9817708333333334,1.0,0.14991461975513748,1.0,0.2696187974468654,0.1499027487896425,0.26632327002321043,,,,,self-report; not geometry-derived layer count or success,0.26633601300672555,0.041945489773933614,0.06408113442633438,0.06408113442633438,,,
ghost_s912127_b0,3,soft_M_map_b3,0.0,912127,768,1.0,2,0.9444562967057829,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912127_b0__soft_M_map_b3.npz,c2fc723fa8d90357b0b674de2215b77df3cef2509ba1f38d12f0485af26eafb8,exposed development post-decision ablation,True,True,0.09817346699922151,0.1386986366142225,0.3273321678784813,1.0,1.0,0.09807842407130633,1.0,0.13872417699740602,0.09817346699922151,0.1373093405213684,,,,,self-report; not geometry-derived layer count or success,0.13733513926704022,0.019582053163810387,0.0390777576533363,0.0390777576533363,,,
ghost_s912127_b0,6,soft_M_map_b6,0.0,912127,768,1.0,2,0.9637463220224186,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912127_b0__soft_M_map_b6.npz,a551e843a4fd1ea04c7d864af9df0a766cc2a81f68c2f0b55d9cbf8a3ef24c86,exposed development post-decision ablation,True,True,0.06047711180764879,0.08722751030660073,0.19478034804973451,1.0,1.0,0.06061131550400491,1.0,0.08726979104860715,0.06047711180764879,0.08504426802382425,,,,,self-report; not geometry-derived layer count or success,0.08508763363957438,0.01939358221900026,0.03900173532221209,0.03900173532221209,,,
ghost_s912127_b4,1,soft_M_map_b1,0.0,912127,768,1.0,2,4.06108304138537,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/decision-v7-nk7sm4yf/outputs/ghost_s912127_b4__soft_M_map_b1.npz,bb424c0358c1bae06609f97285df41d52c0893246831ed174992c961fa0adff8,exposed development post-decision ablation,True,True,0.14988885605904403,0.2695784710323933,0.7406822801275984,0.9817708333333334,1.0,0.15118430643497652,1.0,0.2698213437850699,0.14988885605904403,0.26629591755453413,,,,,self-report; not geometry-derived layer count or success,0.26654177360840353,0.041940916581155396,0.0640732132319239,0.0640732132319239,,,
