case,base_case,split,sampling,method,sigma_mm,n_points,n_frames,source,ok,method_seconds,family,gap_mm,bias_rms_mm,seed,identifiable,geometry_scored,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,reported_model_k,model_k_note,global_translation_only_aligned_rms_mm,output_edit_from_reference_centroid_mm,source_surface_tilt_mean_deg,source_surface_tilt_max_deg,fitted_gap_at_same_xy_mm,fitted_gap_at_same_xy_error_mm,fitted_gap_note,input_edit_rms_mm,input_edit_p95_mm,moved_fraction,output
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,measure_balanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.3835851659969194,true_bilayer,8.0,4.0,912101,True,True,0.5195431154061523,0.8579633008925265,2.0078270575136106,0.81640625,0.9622395833333334,0.5703709349621667,1.0,0.8804455186896528,0.5194105679478549,0.8538854891525939,7.883104518368198,0.11689548163180241,0.9853880647960247,,self-report; not geometry-derived layer count or success,0.8783280663885165,0.061025561651670265,0.5052868106540828,0.7791430259561587,7.246129276744389,0.753870723255611,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.990828874125737,6.45385624292059,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__measure_balanced_local.npz
dual_g8_s912101_b4,dual_g8_s912101_b4,synthetic,full,measure_unbalanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/dual_g8_s912101_b4.json,True,0.3633385239954805,true_bilayer,8.0,4.0,912101,True,True,1.031590880053759,1.2528873616602176,2.437629405128058,0.5885416666666666,0.9388020833333334,0.9921300851820272,1.0,1.2715888856640052,1.0336886908535687,1.257896578228434,7.917297149701503,0.08270285029849678,0.9896621437126879,,self-report; not geometry-derived layer count or success,1.2704302266709697,0.05427092504255593,0.4603608559946064,0.6536784737839104,7.35692849102851,0.6430715089714898,"GT source-group affine fits evaluated at x=y=0; may extrapolate, not physical layer count",3.4071023039798614,5.6968728599230545,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/dual_g8_s912101_b4__measure_unbalanced_local.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,identity,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,3.2836003811098635e-05,ghost_monolayer,0.0,4.0,912101,True,True,3.7892775109664165,4.145698391964449,6.745503359677422,0.040364583333333336,0.18880208333333334,2.952784878551429,1.0,4.145698391964449,3.7892775109664165,4.145482240911026,,,,,self-report; not geometry-derived layer count or success,4.145482240911026,0.042333762269789715,0.6608061205486271,0.6608061205486271,,,,0.0,0.0,0.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__identity.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,xyz_mixture,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.007350824002060108,ghost_monolayer,0.0,4.0,912101,True,True,3.7663293387673975,3.785593680689141,4.293950196911604,0.0026041666666666665,0.01171875,3.685895262002488,1.0,3.78564470087095,3.7663293387673975,3.785356966658432,,,,2,self-report; not geometry-derived layer count or success,3.785407990030701,0.04233379553063565,1.1181691801779794,1.1181691801779794,,,,1.6608764448460642,3.067009882649875,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__xyz_mixture.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,fast,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.008886113995686173,ghost_monolayer,0.0,4.0,912101,True,True,0.2664070332080194,0.30999490792894807,0.53491352590361,1.0,1.0,0.27461720505228215,1.0,0.313831904139712,0.2664070332080194,0.3070906959091433,,,,1,self-report; not geometry-derived layer count or success,0.31096352941790834,0.04233376226978966,0.6780315521153145,0.6780315521153145,,,,4.134381687182355,6.7438160043858995,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__fast.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,open3d_icp_then_xyz,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.025641417989390902,ghost_monolayer,0.0,4.0,912101,True,True,0.27076487592245657,0.3221621568586947,0.5332034043015054,0.3880208333333333,0.80859375,1.3863809448568543,1.0,3.0307249961939178,0.2663399992706657,0.30777803089695444,,,,1,self-report; not geometry-derived layer count or success,3.03042931861588,0.04233376226978929,0.6780315521153143,0.6780315521153143,,,,5.119335074148785,8.202550035083432,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__open3d_icp_then_xyz.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,graph_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.0242225420079194,ghost_monolayer,0.0,4.0,912101,True,True,3.804798291889906,3.840021721026876,4.5346845719122255,0.0013020833333333333,0.0026041666666666665,3.699618412795014,1.0,3.8400377648415835,3.804798291889906,3.839874576065544,,,,,self-report; not geometry-derived layer count or success,3.8398906200183203,0.033616390419934354,0.6979768315863183,0.6979768315863184,,,,1.5992758753644132,3.0500426625295733,0.9934895833333334,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__graph_local.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,graph_shared,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.1416682159906486,ghost_monolayer,0.0,4.0,912101,True,True,0.15906978163410326,0.20416686802987802,0.3952436462131857,1.0,1.0,0.16444236058865724,1.0,0.20618110199925818,0.15906978163410326,0.19973406449338052,,,,,self-report; not geometry-derived layer count or success,0.20179255025774503,0.04231327784636817,0.06418863199017383,0.06418863199017383,,,,4.142079002193568,6.605954039895379,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__graph_shared.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,measure_balanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.3247367260046303,ghost_monolayer,0.0,4.0,912101,True,True,1.0225153353041545,1.2872658534588977,2.503294660648396,0.6028645833333334,0.9388020833333334,0.9091204475775623,1.0,1.2872847736399884,1.0225153353041545,1.286569558964205,,,,,self-report; not geometry-derived layer count or success,1.2865884893847919,0.042333762269789826,0.17884730699372217,0.17884730699372217,,,,3.2349577133267737,4.8,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__measure_balanced.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,measure_unbalanced,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.3239858129963977,ghost_monolayer,0.0,4.0,912101,True,True,1.1414115946464045,1.4235796384183521,2.786858918856985,0.5325520833333334,0.9049479166666666,1.0045893370561574,1.0,1.4235946210205315,1.1414115946464045,1.4229500481364097,,,,,self-report; not geometry-derived layer count or success,1.4229650373676352,0.04233376226978986,0.20953853831653838,0.2095385383165384,,,,3.0273030179728653,4.507278866041681,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__measure_unbalanced.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,measure_balanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.36133584799245,ghost_monolayer,0.0,4.0,912101,True,True,0.22412042209727692,0.4126355088685023,0.497271296148619,0.97265625,0.99609375,0.21252820392500874,1.0,0.4128396766227933,0.22412042209727692,0.409876687531761,,,,,self-report; not geometry-derived layer count or success,0.4100822271722201,0.04763575916771179,0.1788301436162433,0.17883014361624333,,,,4.060384152925085,6.58790651572404,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__measure_balanced_local.npz
ghost_s912101_b4,ghost_s912101_b4,synthetic,full,measure_unbalanced_local,1.0,768,8,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/synthetics/identifiable/ghost_s912101_b4.json,True,0.35945687600178644,ghost_monolayer,0.0,4.0,912101,True,True,0.5895367253699144,0.7807421142894704,1.4521382503701914,0.8046875,0.9908854166666666,0.5637950626194929,1.0,0.7808227681183965,0.5895367253699144,0.7790053749631048,,,,,self-report; not geometry-derived layer count or success,0.7790862056685414,0.05204689567179222,0.20282959916112042,0.20282959916112042,,,,3.6809124181674027,5.991920435684208,1.0,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/exploration-v3-lfm1nwgv/outputs/ghost_s912101_b4__measure_unbalanced_local.npz
