split,case,method,sigma_mm,family,gap_mm,bias_rms_mm,seed,execution,ok,source_output,source_output_sha256,identifiable,geometry_scored,geometry_note,reported_model_k,model_k_note,surface_accuracy_mean_mm,surface_accuracy_rms_mm,surface_accuracy_p95_mm,reference_sample_coverage_1mm,reference_sample_coverage_2mm,reference_sample_distance_mean_mm,output_point_count_ratio,matched_point_rms_mm,matched_normal_mae_mm,within_source_layer_rms_mm,source_group_gap_mm,source_group_gap_error_mm,source_group_gap_retention,patch_id,scene,perturbation,adapter_mode,error,actual_point_delta_rms_mm,independent_real_geometry,recovery_vs_measured_reference_rms_mm,zero_injection_edit_rms_mm,response_vs_own_baseline_rms_mm,interaction_mm2,decomposition_error_mm2,method_seconds
real,cy_junction_trans_s912419,identity,5.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_s912419__sig5.0__identity.npz,b257e2b2190afb2e968ba5e0ef2bf9f2d38d409d9cebbebcbc574576ec55cf80,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans,current_input,,3.5355339059325885,not_measured,3.5355339059325877,1.5280698493770123e-13,3.5355339059325965,-6.20276606167073e-14,1.448287623014621e-16,0.0003067179932259023
real,cy_junction_trans_s912419,xyz_mixture,5.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_s912419__sig5.0__xyz_mixture.npz,44438be0b7e6dc709ba95ef535cf3096ebdab3b41fdb8d9a6dc51514062f004c,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans,current_input,,3.5355339059325885,not_measured,63.66407308021952,63.5981488350332,14.988560635407715,-216.26728400079776,1.1368683772161603e-13,0.010521313000936061
real,cy_junction_trans_s912419,fast,5.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_s912419__sig5.0__fast.npz,53322e11979c12e758441789a10b968c026935411f763e3870cf978b1f1edb18,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans,current_input,,3.5355339059325885,not_measured,63.697600256118065,63.67137620185704,5.431164617680876,-26.157418154544366,6.252776074688882e-13,0.0025793999957386404
real,cy_junction_trans_s912419,open3d_icp_then_xyz,5.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_s912419__sig5.0__open3d_icp_then_xyz.npz,4dfc6987b988225966eabb4f28b61b40ef0b9751a2bdd7aa74f7eb94228250e0,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans,current_input,,3.5355339059325885,not_measured,63.78728966213939,63.76991355568627,2.545250656082292,-4.261853360310274,1.6502355038028327e-12,0.010326951000024565
real,cy_junction_trans_rot_s912401,identity,2.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig2.0__identity.npz,0b105e4f2ac0f9cf632c5b7dc59931be2bd673abcab0f56b290d48a73593d5de,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,3.581753789680276,1.5280698493770123e-13,3.5817537896802887,-9.534516409899446e-14,2.9746084501814387e-15,
real,cy_junction_trans_rot_s912401,xyz_mixture,2.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig2.0__xyz_mixture.npz,ff08d07ee98a3bc8a6c2a968a471301c3545dba2d032c8b4c7009519586842c4,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.765315240020676,63.66002848279763,8.86877440241911,-65.23895817239631,2.7000623958883807e-13,
real,cy_junction_trans_rot_s912401,fast,2.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig2.0__fast.npz,3dec316223f2c564985013b0c95210902abcd3bbfd1bf17a26dcab05201d8473,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.773188119961176,63.671376201857214,7.517521244666106,-43.53775011847786,2.913225216616411e-13,
real,cy_junction_trans_rot_s912401,open3d_icp_then_xyz,2.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig2.0__open3d_icp_then_xyz.npz,f0943e166c128603d07ce59a02e30bf2a10409a976042dff20e1e619cd64a3f3,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.83382030546476,63.7848919976652,2.52226839003332,-0.11767019481038346,6.458444890000692e-13,
real,cy_junction_trans_rot_s912401,identity,2.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig2.0__identity.npz,a71537810458c1d01ec191d8748ef4c4920a202c58d0761cc09437da02f0cad1,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,3.581753789680259,1.5280698493770123e-13,3.5817537896802722,-9.534516409898083e-14,5.781052286326937e-16,0.00030651599809061736
real,cy_junction_trans_rot_s912401,xyz_mixture,2.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig2.0__xyz_mixture.npz,f50dd9061d25af179c54649cb9c81f27985d80927e4d1f55324724abbd2de317,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.74324170454068,63.66002848279763,8.869714898718222,-68.07020581165538,6.110667527536862e-13,0.004647941001167055
real,cy_junction_trans_rot_s912401,fast,2.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig2.0__fast.npz,f97b8f552657d747b69e1653396b14baa913a754f9b16cba8b7dba5fca5d20f9,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.7462319408164,63.671376201857214,3.511132438985446,-2.790111790163759,5.071498776487715e-13,0.002667519998794887
real,cy_junction_trans_rot_s912401,open3d_icp_then_xyz,2.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig2.0__open3d_icp_then_xyz.npz,9893348fe040a5077efd8c899001e31ddd40de1987c011714e1d7e9e5ba99e62,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.81185750265178,63.7848919976652,2.5343710903569177,-2.982326038714791,7.647216193618078e-13,0.0075423769958433695
real,cy_junction_trans_rot_s912401,identity,5.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig5.0__identity.npz,0b105e4f2ac0f9cf632c5b7dc59931be2bd673abcab0f56b290d48a73593d5de,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,3.581753789680276,1.5280698493770123e-13,3.5817537896802887,-9.534516409899446e-14,2.9746084501814387e-15,
real,cy_junction_trans_rot_s912401,xyz_mixture,5.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig5.0__xyz_mixture.npz,5e6136895151c23a052130a76dfc8a049457fc1ebdb2c573914320f45fa0ca1f,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.74964270097695,63.5981488350332,8.604907208485013,-54.752018807447705,1.2434497875801753e-12,
real,cy_junction_trans_rot_s912401,fast,5.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig5.0__fast.npz,3dec316223f2c564985013b0c95210902abcd3bbfd1bf17a26dcab05201d8473,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.773188119961176,63.67137620185704,7.517521244711129,-43.53775011913387,6.252776074688882e-13,
real,cy_junction_trans_rot_s912401,open3d_icp_then_xyz,5.0,,,,912401,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912401__sig5.0__open3d_icp_then_xyz.npz,2aff650da9bb926e788f54bc712beaa7d3b12a10a44a32c70a6da2831aee0bd8,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.581753789680294,not_measured,63.825700702710655,63.76991355568627,2.5292411683606,0.721134404570123,4.277689313880728e-13,
real,cy_junction_trans_rot_s912401,identity,5.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig5.0__identity.npz,a71537810458c1d01ec191d8748ef4c4920a202c58d0761cc09437da02f0cad1,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,3.581753789680259,1.5280698493770123e-13,3.5817537896802722,-9.534516409898083e-14,5.781052286326937e-16,0.0003019719952135347
real,cy_junction_trans_rot_s912401,xyz_mixture,5.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig5.0__xyz_mixture.npz,21be78f9ca704314f39497452672d3b29c47dfa3c84b69e1bbd8f7400721f264,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.732334386979936,63.5981488350332,8.681276687357116,-58.27865375165786,2.2382096176443156e-12,0.006961749000765849
real,cy_junction_trans_rot_s912401,fast,5.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig5.0__fast.npz,c65dd2d62f423aedde127323a3d0e1ad766c4aaac9cde82aa5a4883df2bf004d,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.746231940816415,63.67137620185704,3.5111324389843297,-2.790111790134125,1.3464784842653899e-12,0.0026404700038256124
real,cy_junction_trans_rot_s912401,open3d_icp_then_xyz,5.0,,,,912401,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912401__sig5.0__open3d_icp_then_xyz.npz,625dc26aaedf5726861c65c242d984fbb1890cbd4f6330d503f5696fe8e09c02,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.581753789680294,not_measured,63.7925887791896,63.76991355568627,2.5552858445193567,-3.6369774961139045,2.5934809855243657e-13,0.010169967994443141
real,cy_junction_trans_rot_s912409,identity,2.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig2.0__identity.npz,a277c8a7a3ba0a04c7a35c12a2820cbb155c3d0d8ef8ac29bbfae0f834287782,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,3.589262175512446,1.5280698493770123e-13,3.5892621755124576,-8.123178737686363e-14,2.2569840749481426e-15,
real,cy_junction_trans_rot_s912409,xyz_mixture,2.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig2.0__xyz_mixture.npz,3364dcc5a37b50013af284b9c500b1a51b8fa6caadf95b7ccb8699a00b00e4cb,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.74571839572121,63.66002848279763,13.531936701500177,-172.19592353742283,1.7053025658242404e-13,
real,cy_junction_trans_rot_s912409,fast,2.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig2.0__fast.npz,06a5122d5acb9c6a05a6320b1c22a4036b0cde1a98056e7cb0d77c19abe0961f,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.73007058708941,63.671376201857214,8.621733160347192,-66.85653309126042,7.105427357601002e-13,
real,cy_junction_trans_rot_s912409,open3d_icp_then_xyz,2.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig2.0__open3d_icp_then_xyz.npz,7c336acde46c94ad175f1c68e1d7c1e4170f3b3a22ff8ff3e2a54f7f24d1442e,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.83463870678567,63.7848919976652,2.5196530856553037,-7.468656804121564e-12,6.101430471971973e-13,
real,cy_junction_trans_rot_s912409,identity,2.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig2.0__identity.npz,212dcf64a6a0d6c83099347324e53eae26cbf63abf9240624df191bc08aa85d5,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,3.5892621755124448,1.5280698493770123e-13,3.5892621755124554,-8.123178737686444e-14,3.0720864432534166e-15,0.0003080530004808679
real,cy_junction_trans_rot_s912409,xyz_mixture,2.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig2.0__xyz_mixture.npz,277ac5585171c73c875c178e944a72a11d2ea52132de52ba11fbdd87e46ce7ec,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.809049800203255,63.66002848279763,14.320781678595742,-186.0891779117889,5.968558980384842e-13,0.006018287000188138
real,cy_junction_trans_rot_s912409,fast,2.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig2.0__fast.npz,83ede99d49f0589d9262fda566051f76913b5b2312cf9376c72b1e48b6286711,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.79969913294634,63.671376201857214,7.234785503886078,-35.98465927119468,1.1155520951433573e-12,0.002698668002267368
real,cy_junction_trans_rot_s912409,open3d_icp_then_xyz,2.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig2.0__open3d_icp_then_xyz.npz,67da675498c7a78ff319d6cacfbecda5a8d5aa0353f1e2c4edc948771e628a17,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.89642509206055,63.7848919976652,5.343552207704341,-14.312857804971584,5.879741138414829e-13,0.007730905002972577
real,cy_junction_trans_rot_s912409,identity,5.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig5.0__identity.npz,a277c8a7a3ba0a04c7a35c12a2820cbb155c3d0d8ef8ac29bbfae0f834287782,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,3.589262175512446,1.5280698493770123e-13,3.5892621755124576,-8.123178737686363e-14,2.2569840749481426e-15,
real,cy_junction_trans_rot_s912409,xyz_mixture,5.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig5.0__xyz_mixture.npz,3732ede68cda98972a765258f8197c469b7dece2c4e7abc4d03e94b7af2c3f55,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.651030291900625,63.5981488350332,12.860299674907404,-158.65818575100684,5.684341886080801e-13,
real,cy_junction_trans_rot_s912409,fast,5.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig5.0__fast.npz,e71c4e074e9b6a8e7b0a5aa737c363b7e654e91300da0b7a1ed7b115f7e2e2f9,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.73007058708941,63.67137620185704,8.621733160403718,-66.85653309221462,6.252776074688882e-13,
real,cy_junction_trans_rot_s912409,open3d_icp_then_xyz,5.0,,,,912409,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912409__sig5.0__open3d_icp_then_xyz.npz,90beb579dd34e1d9ef25cc2f8f9864fea663bf36f1b2182e76be4b9e196770ad,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.589262175512462,not_measured,63.81967194060253,63.76991355568627,2.5196530856553383,3.437952386775578e-08,1.7450219047521713e-12,
real,cy_junction_trans_rot_s912409,identity,5.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig5.0__identity.npz,212dcf64a6a0d6c83099347324e53eae26cbf63abf9240624df191bc08aa85d5,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,3.5892621755124448,1.5280698493770123e-13,3.5892621755124554,-8.123178737686444e-14,3.0720864432534166e-15,0.000281631997495424
real,cy_junction_trans_rot_s912409,xyz_mixture,5.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig5.0__xyz_mixture.npz,a27fe5d2de5ef769af012de82fbff2ebe09910591339f3a4d4c63d2c6ac78417,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.743808853491316,63.5981488350332,13.808944310317052,-172.13831105803405,6.536993168992922e-13,0.011180946996319108
real,cy_junction_trans_rot_s912409,fast,5.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig5.0__fast.npz,e77958ce9a456ded918a7daebd3aaf4d5830053e80516c2533ddbc96f5c30f9f,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.7996991329465,63.67137620185704,7.23478550396988,-35.98465927236554,7.815970093361102e-14,0.0026708680015872233
real,cy_junction_trans_rot_s912409,open3d_icp_then_xyz,5.0,,,,912409,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912409__sig5.0__open3d_icp_then_xyz.npz,6609544db58313dfec4d43132bb81f5d31cc2f87a8c59e203610d343b0239069,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.589262175512462,not_measured,63.85599166821165,63.76991355568627,4.25800890601466,-7.144842812681933,2.3661073100811336e-12,0.011328957996738609
real,cy_junction_trans_rot_s912419,identity,2.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig2.0__identity.npz,404cadeea4d11fcfe31ca01f7768025a2e1028a027653f6c75a8cf234442d644,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,3.539086072452488,1.5280698493770123e-13,3.5390860724524966,-5.890986337830662e-14,1.4862691613018963e-15,
real,cy_junction_trans_rot_s912419,xyz_mixture,2.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig2.0__xyz_mixture.npz,23de147dd7229105779b1629f0e69050fb3823bdfcc26436b877f2c581a76057,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.74203718551781,63.66002848279763,14.363537078200277,-195.86311926750452,3.979039320256561e-13,
real,cy_junction_trans_rot_s912419,fast,2.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig2.0__fast.npz,11cf4073c9a28309c0e437a6435b6d9fd010415586bd63176307fe52d95f76f7,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.72646375795743,63.671376201857214,5.422971392775182,-22.390583071025667,7.176481631177012e-13,
real,cy_junction_trans_rot_s912419,open3d_icp_then_xyz,2.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig2.0__open3d_icp_then_xyz.npz,2d591d54f498847bf6eab306d5dc34bc304f672bd1e152f1b961acecfeb9d065,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.83266466203422,63.7848919976652,2.4928499547111334,-0.11767019480531644,4.646977247446671e-13,
real,cy_junction_trans_rot_s912419,identity,2.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912419__sig2.0__identity.npz,f4b08565a98f6fa56722d6bd3a9e711f00584c9fe8d7f968cafdcf5ab32385a3,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.539086072452499,not_measured,3.539086072452501,1.5280698493770123e-13,3.5390860724525095,-5.890986337839809e-14,1.4862691612104263e-15,0.00028458299493649974
real,cy_junction_trans_rot_s912419,xyz_mixture,2.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912419__sig2.0__xyz_mixture.npz,9f01c1f32e76e03f87ada0a5a4045a2f9e0939bc3cc1bc0e44cc4209bfdf2532,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.539086072452499,not_measured,63.70735148762098,63.66002848279763,14.377880689949173,-200.69604599773564,7.958078640513122e-13,0.006006184994475916
real,cy_junction_trans_rot_s912419,fast,2.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912419__sig2.0__fast.npz,ce0f99145877e02870e51327ab5fa68b8e4babe826f17f59fdafc73b287e7f9f,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.539086072452499,not_measured,63.692013487657185,63.671376201857214,5.430741974001649,-26.86452371470664,1.1262102361797588e-12,0.0026505319983698428
real,cy_junction_trans_rot_s912419,open3d_icp_then_xyz,2.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912419__sig2.0__open3d_icp_then_xyz.npz,5d9256b3cb5e7d55f746a631c4670c0d673f8ab06fb3440cc17b076e8774c699,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.539086072452499,not_measured,63.79742223198176,63.7848919976652,2.5058665448106283,-4.680730848454382,2.8421709430404007e-13,0.007257996003318112
real,cy_junction_trans_rot_s912419,identity,5.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig5.0__identity.npz,404cadeea4d11fcfe31ca01f7768025a2e1028a027653f6c75a8cf234442d644,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,3.539086072452488,1.5280698493770123e-13,3.5390860724524966,-5.890986337830662e-14,1.4862691613018963e-15,
real,cy_junction_trans_rot_s912419,xyz_mixture,5.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig5.0__xyz_mixture.npz,70f4c2e14ad6f2ece71e210d4e11cba4660f88fda51911ab7e0561d9e079edc4,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.67220750360872,63.5981488350332,13.840849033558417,-182.1436288301833,3.694822225952521e-13,
real,cy_junction_trans_rot_s912419,fast,5.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig5.0__fast.npz,867011ded0b91a471921408d75159249bb1721f5a0a2aef4341d3cfe7ce8683f,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.72646375795742,63.67137620185704,5.422971392810762,-22.390583071392406,1.5631940186722204e-12,
real,cy_junction_trans_rot_s912419,open3d_icp_then_xyz,5.0,,,,912419,reused_v1,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/pilot/outputs/cy_junction_trans_rot_s912419__sig5.0__open3d_icp_then_xyz.npz,cc04cbed486b6393969de767b3180fe6be9377054c1f24c67fe33a72d8a58feb,,,,2,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,fixed_reference_diagnostic,,3.539086072452499,not_measured,63.82454491214534,63.76991355568627,2.4999047907136687,0.7211343801254441,7.805978086139476e-13,
real,cy_junction_trans_rot_s912419,identity,5.0,,,,912419,computed_v2,True,/srv/slam-research/grf/map-denoise/runs/multiscan-pilot-v1/repair-v2-oyuie4pl/outputs/cy_junction_trans_rot_s912419__sig5.0__identity.npz,f4b08565a98f6fa56722d6bd3a9e711f00584c9fe8d7f968cafdcf5ab32385a3,,,,,,,,,,,,,,,,,,,cy_junction,courtyard,trans_rot,current_input,,3.539086072452499,not_measured,3.539086072452501,1.5280698493770123e-13,3.5390860724525095,-5.890986337839809e-14,1.4862691612104263e-15,0.000294325000140816
